,Unnamed: 0,epoch,nat_prec1,adv_prec1,nat_loss,adv_loss,train_prec1,train_loss,time,exp_id,source_eps,target_ds,num_training_images,unfrozen_blocks,seed,downscaled
721,5,51,93.98500061,-1,0.16150498,-1,96.6875,0.089020521,1091.444379,8a0729ad-b903-4ef0-8ec4-d37086d5c1cf,4,celeba,3200,3,20100000,TRUE
722,6,61,93.92459869,-1,0.160119303,-1,97.84375,0.067906209,1291.966113,8a0729ad-b903-4ef0-8ec4-d37086d5c1cf,4,celeba,3200,3,20100000,TRUE
723,7,71,94.09573364,-1,0.159594577,-1,97.53125,0.070098415,1493.857699,8a0729ad-b903-4ef0-8ec4-d37086d5c1cf,4,celeba,3200,3,20100000,TRUE
724,8,81,93.90950012,-1,0.163109383,-1,98.28125,0.061645644,1695.785213,8a0729ad-b903-4ef0-8ec4-d37086d5c1cf,4,celeba,3200,3,20100000,TRUE
725,9,91,93.95479584,-1,0.162113888,-1,98.03125,0.059676776,1897.548763,8a0729ad-b903-4ef0-8ec4-d37086d5c1cf,4,celeba,3200,3,20100000,TRUE
726,10,101,94.05043793,-1,0.162830455,-1,98.40625,0.052872291,2099.038865,8a0729ad-b903-4ef0-8ec4-d37086d5c1cf,4,celeba,3200,3,20100000,TRUE
727,11,111,94.11586761,-1,0.160938953,-1,98.4375,0.053449342,2300.847826,8a0729ad-b903-4ef0-8ec4-d37086d5c1cf,4,celeba,3200,3,20100000,TRUE
728,12,121,94.11586761,-1,0.159033802,-1,98.03125,0.064912972,2493.220011,8a0729ad-b903-4ef0-8ec4-d37086d5c1cf,4,celeba,3200,3,20100000,TRUE
729,13,131,94.01016998,-1,0.161776216,-1,98.15625,0.056440224,2687.521096,8a0729ad-b903-4ef0-8ec4-d37086d5c1cf,4,celeba,3200,3,20100000,TRUE
730,14,141,94.07559967,-1,0.160625652,-1,98.53125,0.054334346,2893.365945,8a0729ad-b903-4ef0-8ec4-d37086d5c1cf,4,celeba,3200,3,20100000,TRUE
731,15,150,94.08567047,-1,0.159177303,-1,98.1875,0.054429639,3084.770709,8a0729ad-b903-4ef0-8ec4-d37086d5c1cf,4,celeba,3200,3,20100000,TRUE
732,0,1,57.31615067,-1,4584192.865,-1,53.5,74.91986206,61.17809987,9e98801c-cc23-42d9-affe-28fb9491d9ee,4,celeba,400,3,20100000,TRUE
733,1,21,87.7736969,-1,0.309784146,-1,91,0.272515775,209.9245467,9e98801c-cc23-42d9-affe-28fb9491d9ee,4,celeba,400,3,20100000,TRUE
734,2,41,88.18140411,-1,0.390295536,-1,94.5,0.121892669,365.0065575,9e98801c-cc23-42d9-affe-28fb9491d9ee,4,celeba,400,3,20100000,TRUE
735,3,61,86.93310547,-1,0.349574043,-1,91,0.199114392,503.7254322,9e98801c-cc23-42d9-affe-28fb9491d9ee,4,celeba,400,3,20100000,TRUE
736,4,81,88.66965485,-1,0.372117786,-1,95.75,0.110548831,645.4448423,9e98801c-cc23-42d9-affe-28fb9491d9ee,4,celeba,400,3,20100000,TRUE
737,5,100,88.95153046,-1,0.335157615,-1,95.25,0.125911104,787.9174728,9e98801c-cc23-42d9-affe-28fb9491d9ee,4,celeba,400,3,20100000,TRUE
738,0,1,88.25187683,-1,0.324627693,-1,79.875,6.643085153,86.74253559,94920a57-201d-4edb-b2af-14d801816c2a,4,celeba,6400,3,20100000,TRUE
739,1,11,93.72325897,-1,0.168498766,-1,90.703125,0.238012834,416.0276384,94920a57-201d-4edb-b2af-14d801816c2a,4,celeba,6400,3,20100000,TRUE
740,2,21,94.04540253,-1,0.151853037,-1,94.421875,0.140392031,758.7601874,94920a57-201d-4edb-b2af-14d801816c2a,4,celeba,6400,3,20100000,TRUE
741,3,31,94.4229126,-1,0.142346897,-1,94.359375,0.139367427,1104.448185,94920a57-201d-4edb-b2af-14d801816c2a,4,celeba,6400,3,20100000,TRUE
742,4,41,93.90950012,-1,0.159419506,-1,96.1875,0.099556731,1463.715256,94920a57-201d-4edb-b2af-14d801816c2a,4,celeba,6400,3,20100000,TRUE
743,5,51,94.7702179,-1,0.140776503,-1,97.234375,0.072762682,1807.321804,94920a57-201d-4edb-b2af-14d801816c2a,4,celeba,6400,3,20100000,TRUE
744,6,61,94.90612793,-1,0.170337758,-1,98.71875,0.034761334,2146.808759,94920a57-201d-4edb-b2af-14d801816c2a,4,celeba,6400,3,20100000,TRUE
745,7,71,94.64942169,-1,0.183954025,-1,99.03125,0.028932106,2476.098161,94920a57-201d-4edb-b2af-14d801816c2a,4,celeba,6400,3,20100000,TRUE
746,8,81,94.52861786,-1,0.196913312,-1,99.140625,0.026753773,2806.883404,94920a57-201d-4edb-b2af-14d801816c2a,4,celeba,6400,3,20100000,TRUE
747,9,91,94.30714417,-1,0.212011961,-1,99.296875,0.021759844,3140.902618,94920a57-201d-4edb-b2af-14d801816c2a,4,celeba,6400,3,20100000,TRUE
748,10,101,94.87592316,-1,0.190037456,-1,99.265625,0.021738542,3481.312258,94920a57-201d-4edb-b2af-14d801816c2a,4,celeba,6400,3,20100000,TRUE
749,11,111,94.93128967,-1,0.193240962,-1,99.546875,0.014800351,3804.066513,94920a57-201d-4edb-b2af-14d801816c2a,4,celeba,6400,3,20100000,TRUE
750,12,121,94.90612793,-1,0.190814001,-1,99.578125,0.013813969,4129.604409,94920a57-201d-4edb-b2af-14d801816c2a,4,celeba,6400,3,20100000,TRUE
751,13,131,94.94136047,-1,0.191607164,-1,99.515625,0.015777103,4445.688574,94920a57-201d-4edb-b2af-14d801816c2a,4,celeba,6400,3,20100000,TRUE
752,14,141,94.9111557,-1,0.191526233,-1,99.546875,0.013615618,4776.21695,94920a57-201d-4edb-b2af-14d801816c2a,4,celeba,6400,3,20100000,TRUE
753,15,150,94.90109253,-1,0.191338315,-1,99.609375,0.013437071,5075.806579,94920a57-201d-4edb-b2af-14d801816c2a,4,celeba,6400,3,20100000,TRUE
754,0,1,42.58821106,-1,536585.8759,-1,59.875,60.29111073,63.77950025,7794cc1a-b0ab-4c33-bbb4-3a2894873a46,4,celeba,800,3,20100000,TRUE
755,1,21,90.29546356,-1,0.269314194,-1,91.625,0.208805655,239.6209354,7794cc1a-b0ab-4c33-bbb4-3a2894873a46,4,celeba,800,3,20100000,TRUE
756,2,41,90.33069611,-1,0.271924044,-1,95.125,0.14325622,411.6279416,7794cc1a-b0ab-4c33-bbb4-3a2894873a46,4,celeba,800,3,20100000,TRUE
757,3,61,91.26189423,-1,0.241756419,-1,96.25,0.103405636,582.5635633,7794cc1a-b0ab-4c33-bbb4-3a2894873a46,4,celeba,800,3,20100000,TRUE
758,4,81,91.23672485,-1,0.238734332,-1,97.75,0.091593963,753.254261,7794cc1a-b0ab-4c33-bbb4-3a2894873a46,4,celeba,800,3,20100000,TRUE
759,5,100,91.09578705,-1,0.246730962,-1,97.125,0.087747707,918.027123,7794cc1a-b0ab-4c33-bbb4-3a2894873a46,4,celeba,800,3,20100000,TRUE
760,0,1,17.87999916,-1,666.4749031,-1,4,24.06311226,18.75070071,ce36c6d7-0690-4f0d-8b0a-09cd09fbae0c,4,kmnist,100,3,20100000,FALSE
761,1,21,14.06999969,-1,839.0111568,-1,100,0.001828935,65.20071197,ce36c6d7-0690-4f0d-8b0a-09cd09fbae0c,4,kmnist,100,3,20100000,FALSE
762,2,41,41.25999832,-1,11.27812306,-1,100,0.000786731,110.6925328,ce36c6d7-0690-4f0d-8b0a-09cd09fbae0c,4,kmnist,100,3,20100000,FALSE
763,3,61,45.88999939,-1,7.229722972,-1,100,0.000542808,157.0521252,ce36c6d7-0690-4f0d-8b0a-09cd09fbae0c,4,kmnist,100,3,20100000,FALSE
764,4,81,46.25,-1,6.960293143,-1,100,0.000490221,205.2430434,ce36c6d7-0690-4f0d-8b0a-09cd09fbae0c,4,kmnist,100,3,20100000,FALSE
765,5,100,46.34999847,-1,6.92786227,-1,100,0.000482536,250.5264142,ce36c6d7-0690-4f0d-8b0a-09cd09fbae0c,4,kmnist,100,3,20100000,FALSE
766,0,1,10,-1,22630.32334,-1,40.625,23.06379555,22.75847864,cfb27760-3841-4601-920c-5ddde404f51e,4,kmnist,1600,3,20100000,FALSE
767,1,21,81.06999969,-1,0.715321904,-1,100,0.019004484,128.2648406,cfb27760-3841-4601-920c-5ddde404f51e,4,kmnist,1600,3,20100000,FALSE
768,2,41,82.19999695,-1,0.672171382,-1,100,0.00917786,230.5168872,cfb27760-3841-4601-920c-5ddde404f51e,4,kmnist,1600,3,20100000,FALSE
769,3,61,82.47000122,-1,0.660868981,-1,100,0.007803161,332.2117848,cfb27760-3841-4601-920c-5ddde404f51e,4,kmnist,1600,3,20100000,FALSE
770,4,81,82.43999481,-1,0.662181767,-1,100,0.008170712,433.1440167,cfb27760-3841-4601-920c-5ddde404f51e,4,kmnist,1600,3,20100000,FALSE
771,5,100,82.43999481,-1,0.662906679,-1,100,0.007831782,525.405448,cfb27760-3841-4601-920c-5ddde404f51e,4,kmnist,1600,3,20100000,FALSE
772,0,1,10,-1,5919265.435,-1,17.5,32.47065979,18.85239315,64bf41b0-14f1-478e-b8e0-732eca794aae,4,kmnist,200,3,20100000,FALSE
773,1,21,52.63999939,-1,7.250532919,-1,100,0.012290494,68.7189672,64bf41b0-14f1-478e-b8e0-732eca794aae,4,kmnist,200,3,20100000,FALSE
774,2,41,56.57999802,-1,4.212161449,-1,100,0.002796949,119.4605668,64bf41b0-14f1-478e-b8e0-732eca794aae,4,kmnist,200,3,20100000,FALSE
775,3,61,56.63999939,-1,4.172785423,-1,100,0.001919037,170.8069239,64bf41b0-14f1-478e-b8e0-732eca794aae,4,kmnist,200,3,20100000,FALSE
776,4,81,56.55999756,-1,4.207138927,-1,100,0.00297694,221.42645,64bf41b0-14f1-478e-b8e0-732eca794aae,4,kmnist,200,3,20100000,FALSE
777,5,100,56.65999985,-1,4.176822877,-1,100,0.001522429,271.2088101,64bf41b0-14f1-478e-b8e0-732eca794aae,4,kmnist,200,3,20100000,FALSE
778,0,1,10,-1,1944468712,-1,33.75,35.46027054,19.41050458,90fec224-b815-45c1-a7d3-3da5350389d7,4,kmnist,400,3,20100000,FALSE
779,1,21,63.00999832,-1,2.546991706,-1,99.25,0.076226863,78.41804099,90fec224-b815-45c1-a7d3-3da5350389d7,4,kmnist,400,3,20100000,FALSE
780,2,41,64.34999847,-1,2.365552723,-1,99.25,0.029925616,137.5432298,90fec224-b815-45c1-a7d3-3da5350389d7,4,kmnist,400,3,20100000,FALSE
781,3,61,66.98999786,-1,2.160168967,-1,99.75,0.012137704,194.3714073,90fec224-b815-45c1-a7d3-3da5350389d7,4,kmnist,400,3,20100000,FALSE
782,4,81,67.22999573,-1,2.116100852,-1,100,0.006195973,252.2879543,90fec224-b815-45c1-a7d3-3da5350389d7,4,kmnist,400,3,20100000,FALSE
783,5,100,67.18000031,-1,2.086559253,-1,100,0.006745813,309.1005924,90fec224-b815-45c1-a7d3-3da5350389d7,4,kmnist,400,3,20100000,FALSE
784,0,1,10,-1,1373806.248,-1,28,39.9851458,20.25547171,2b337709-2bd1-474c-b9d8-b2066c2a599b,4,kmnist,800,3,20100000,FALSE
785,1,21,73.33999634,-1,1.089918876,-1,100,0.015024746,94.60941434,2b337709-2bd1-474c-b9d8-b2066c2a599b,4,kmnist,800,3,20100000,FALSE
786,2,41,74.36999512,-1,1.105970624,-1,100,0.01135118,169.305007,2b337709-2bd1-474c-b9d8-b2066c2a599b,4,kmnist,800,3,20100000,FALSE
787,3,61,74.79999542,-1,1.085868126,-1,100,0.006869069,241.7384057,2b337709-2bd1-474c-b9d8-b2066c2a599b,4,kmnist,800,3,20100000,FALSE
788,4,81,74.93000031,-1,1.069544997,-1,100,0.007145168,315.3338618,2b337709-2bd1-474c-b9d8-b2066c2a599b,4,kmnist,800,3,20100000,FALSE
789,5,100,74.97000122,-1,1.069739499,-1,100,0.006289191,388.9668336,2b337709-2bd1-474c-b9d8-b2066c2a599b,4,kmnist,800,3,20100000,FALSE
790,0,1,57.42688751,-1,3500.487728,-1,42,20.7020874,49.54489946,645d6422-053c-4d1b-80d1-227558d9880b,8,celeba,100,3,20100000,TRUE
791,1,21,68.67669678,-1,327.544149,-1,95,0.061828155,134.0585098,645d6422-053c-4d1b-80d1-227558d9880b,8,celeba,100,3,20100000,TRUE
792,2,41,83.02209473,-1,7.498033733,-1,98,0.046845317,218.6750278,645d6422-053c-4d1b-80d1-227558d9880b,8,celeba,100,3,20100000,TRUE
793,3,61,83.28887177,-1,4.110917222,-1,99,0.031285439,303.3566918,645d6422-053c-4d1b-80d1-227558d9880b,8,celeba,100,3,20100000,TRUE
794,4,81,83.39457703,-1,3.903724994,-1,99,0.03103481,390.6691256,645d6422-053c-4d1b-80d1-227558d9880b,8,celeba,100,3,20100000,TRUE
795,5,100,83.37444305,-1,3.955706465,-1,100,0.019444287,474.7980533,645d6422-053c-4d1b-80d1-227558d9880b,8,celeba,100,3,20100000,TRUE
796,0,1,42.57311249,-1,1524.076871,-1,71.75,19.42950711,37.46062779,ea032879-28d7-4a52-8cde-9b66161163b0,8,celeba,1600,3,20100000,TRUE
797,1,21,91.82061005,-1,0.207764545,-1,93.625,0.163599655,178.2108793,ea032879-28d7-4a52-8cde-9b66161163b0,8,celeba,1600,3,20100000,TRUE
798,2,41,92.33402252,-1,0.200040421,-1,97.25,0.08661038,318.600008,ea032879-28d7-4a52-8cde-9b66161163b0,8,celeba,1600,3,20100000,TRUE
799,3,61,92.24845123,-1,0.203085317,-1,97.75,0.074311391,460.6032889,ea032879-28d7-4a52-8cde-9b66161163b0,8,celeba,1600,3,20100000,TRUE
800,4,81,92.21825409,-1,0.204330589,-1,98,0.070897515,597.5767946,ea032879-28d7-4a52-8cde-9b66161163b0,8,celeba,1600,3,20100000,TRUE
801,5,100,92.17798615,-1,0.204323422,-1,97.6875,0.071070169,729.9213676,ea032879-28d7-4a52-8cde-9b66161163b0,8,celeba,1600,3,20100000,TRUE
802,0,1,42.57311249,-1,795712508.3,-1,48.5,38.39563934,35.29924607,01f73300-33a4-402d-a229-c4a41deb9d2a,8,celeba,200,3,20100000,TRUE
803,1,21,82.90632629,-1,1.953216905,-1,93.5,0.143016566,126.8368685,01f73300-33a4-402d-a229-c4a41deb9d2a,8,celeba,200,3,20100000,TRUE
804,2,41,85.18145752,-1,0.81006627,-1,98.5,0.069378672,220.4001732,01f73300-33a4-402d-a229-c4a41deb9d2a,8,celeba,200,3,20100000,TRUE
805,3,61,85.30226135,-1,0.845750175,-1,98,0.076067134,312.6162851,01f73300-33a4-402d-a229-c4a41deb9d2a,8,celeba,200,3,20100000,TRUE
806,4,81,85.32239532,-1,0.793159117,-1,98,0.089460217,404.4162681,01f73300-33a4-402d-a229-c4a41deb9d2a,8,celeba,200,3,20100000,TRUE
807,5,100,85.35259247,-1,0.812537677,-1,96.5,0.088987871,494.4142971,01f73300-33a4-402d-a229-c4a41deb9d2a,8,celeba,200,3,20100000,TRUE
808,0,1,45.92036819,-1,173.5593424,-1,75.3125,9.571206709,41.83320403,8c37c340-8391-4c4d-82dd-a53d589426fb,8,celeba,3200,3,20100000,TRUE
809,1,11,92.24341583,-1,0.191683026,-1,91.8125,0.202502712,154.8580198,8c37c340-8391-4c4d-82dd-a53d589426fb,8,celeba,3200,3,20100000,TRUE
810,2,21,91.92127228,-1,0.206946007,-1,94.03125,0.155997831,271.2619021,8c37c340-8391-4c4d-82dd-a53d589426fb,8,celeba,3200,3,20100000,TRUE
811,3,31,93.46151733,-1,0.170442248,-1,95.375,0.119559107,388.0781775,8c37c340-8391-4c4d-82dd-a53d589426fb,8,celeba,3200,3,20100000,TRUE
812,4,41,90.50183868,-1,0.290919203,-1,97.0625,0.079810746,509.0788796,8c37c340-8391-4c4d-82dd-a53d589426fb,8,celeba,3200,3,20100000,TRUE
813,5,51,93.65279388,-1,0.180374999,-1,97.9375,0.052996474,624.0572042,8c37c340-8391-4c4d-82dd-a53d589426fb,8,celeba,3200,3,20100000,TRUE
814,6,61,93.92459869,-1,0.180397517,-1,98.9375,0.041209044,737.3939652,8c37c340-8391-4c4d-82dd-a53d589426fb,8,celeba,3200,3,20100000,TRUE
815,7,71,93.82392883,-1,0.183986311,-1,98.84375,0.037797783,851.447608,8c37c340-8391-4c4d-82dd-a53d589426fb,8,celeba,3200,3,20100000,TRUE
816,8,81,93.92459869,-1,0.187210255,-1,99.0625,0.032827574,968.3160653,8c37c340-8391-4c4d-82dd-a53d589426fb,8,celeba,3200,3,20100000,TRUE
817,9,91,93.92963409,-1,0.191401799,-1,99,0.033067659,1087.322011,8c37c340-8391-4c4d-82dd-a53d589426fb,8,celeba,3200,3,20100000,TRUE
818,10,101,93.78366089,-1,0.200224281,-1,99.09375,0.028594336,1206.292365,8c37c340-8391-4c4d-82dd-a53d589426fb,8,celeba,3200,3,20100000,TRUE
819,11,111,93.95479584,-1,0.194987298,-1,99.125,0.028140619,1318.123238,8c37c340-8391-4c4d-82dd-a53d589426fb,8,celeba,3200,3,20100000,TRUE
820,12,121,93.90446472,-1,0.194959059,-1,98.90625,0.032717009,1433.831324,8c37c340-8391-4c4d-82dd-a53d589426fb,8,celeba,3200,3,20100000,TRUE
821,13,131,93.86923218,-1,0.195485266,-1,99.21875,0.026974629,1547.670604,8c37c340-8391-4c4d-82dd-a53d589426fb,8,celeba,3200,3,20100000,TRUE
822,14,141,93.82896423,-1,0.197673256,-1,99.34375,0.025107233,1662.289679,8c37c340-8391-4c4d-82dd-a53d589426fb,8,celeba,3200,3,20100000,TRUE
823,15,150,93.91452789,-1,0.196706942,-1,99.34375,0.025005144,1769.927756,8c37c340-8391-4c4d-82dd-a53d589426fb,8,celeba,3200,3,20100000,TRUE
824,0,1,42.57311249,-1,694232930.8,-1,51.25,64.21999321,35.61876941,a4bafe72-f13a-4430-ae46-c24b7843f19f,8,celeba,400,3,20100000,TRUE
825,1,21,86.22338104,-1,0.373870368,-1,89.5,0.275374928,132.0215561,a4bafe72-f13a-4430-ae46-c24b7843f19f,8,celeba,400,3,20100000,TRUE
826,2,41,86.58579254,-1,0.415707917,-1,93,0.192521452,232.2324057,a4bafe72-f13a-4430-ae46-c24b7843f19f,8,celeba,400,3,20100000,TRUE
827,3,61,87.08410645,-1,0.329095344,-1,92,0.215974128,332.1234152,a4bafe72-f13a-4430-ae46-c24b7843f19f,8,celeba,400,3,20100000,TRUE
828,4,81,86.89283752,-1,0.373163243,-1,93,0.188553367,430.5441868,a4bafe72-f13a-4430-ae46-c24b7843f19f,8,celeba,400,3,20100000,TRUE
829,5,100,87.25524902,-1,0.351434479,-1,93.25,0.167283745,524.8201571,a4bafe72-f13a-4430-ae46-c24b7843f19f,8,celeba,400,3,20100000,TRUE
830,0,1,88.90119171,-1,0.278718565,-1,80.515625,5.869340977,48.23103452,c283b191-cbf8-4128-bce5-f97875850ee6,8,celeba,6400,3,20100000,TRUE
831,1,11,93.16957855,-1,0.164990435,-1,91.375,0.207457424,216.3634958,c283b191-cbf8-4128-bce5-f97875850ee6,8,celeba,6400,3,20100000,TRUE
832,2,21,90.45149994,-1,0.232654702,-1,94.390625,0.138215529,386.9041944,c283b191-cbf8-4128-bce5-f97875850ee6,8,celeba,6400,3,20100000,TRUE
833,3,31,94.0605011,-1,0.148298425,-1,95.359375,0.120089664,559.6770968,c283b191-cbf8-4128-bce5-f97875850ee6,8,celeba,6400,3,20100000,TRUE
834,4,41,90.52700043,-1,0.290916897,-1,96.953125,0.078407833,730.4497757,c283b191-cbf8-4128-bce5-f97875850ee6,8,celeba,6400,3,20100000,TRUE
835,5,51,94.58901978,-1,0.153526612,-1,97.890625,0.05765303,900.3945019,c283b191-cbf8-4128-bce5-f97875850ee6,8,celeba,6400,3,20100000,TRUE
836,6,61,94.62928772,-1,0.179025306,-1,99.171875,0.025370178,1073.173053,c283b191-cbf8-4128-bce5-f97875850ee6,8,celeba,6400,3,20100000,TRUE
837,7,71,94.57391357,-1,0.198560614,-1,99.453125,0.017806707,1243.825431,c283b191-cbf8-4128-bce5-f97875850ee6,8,celeba,6400,3,20100000,TRUE
838,8,81,94.57391357,-1,0.197381412,-1,99.71875,0.014180347,1410.129866,c283b191-cbf8-4128-bce5-f97875850ee6,8,celeba,6400,3,20100000,TRUE
839,9,91,94.57391357,-1,0.216755579,-1,99.578125,0.011826696,1581.507037,c283b191-cbf8-4128-bce5-f97875850ee6,8,celeba,6400,3,20100000,TRUE
840,10,101,94.9161911,-1,0.206631771,-1,99.75,0.008188253,1752.446204,c283b191-cbf8-4128-bce5-f97875850ee6,8,celeba,6400,3,20100000,TRUE
841,11,111,94.9262619,-1,0.208256941,-1,99.8125,0.007047566,1925.2236,c283b191-cbf8-4128-bce5-f97875850ee6,8,celeba,6400,3,20100000,TRUE
842,12,121,94.87088776,-1,0.209185333,-1,99.875,0.005454661,2098.641021,c283b191-cbf8-4128-bce5-f97875850ee6,8,celeba,6400,3,20100000,TRUE
843,13,131,94.84572601,-1,0.212045122,-1,99.875,0.005618546,2276.918681,c283b191-cbf8-4128-bce5-f97875850ee6,8,celeba,6400,3,20100000,TRUE
844,14,141,94.80545807,-1,0.212491354,-1,99.828125,0.00632918,2445.620108,c283b191-cbf8-4128-bce5-f97875850ee6,8,celeba,6400,3,20100000,TRUE
845,15,150,94.86585999,-1,0.214187398,-1,99.828125,0.005882216,2605.725152,c283b191-cbf8-4128-bce5-f97875850ee6,8,celeba,6400,3,20100000,TRUE
846,0,1,70.78069305,-1,59656.29619,-1,62.625,44.77864956,35.83866501,c89cbe4e-195a-4f57-9a8f-b89618f902aa,8,celeba,800,3,20100000,TRUE
847,1,21,88.94145966,-1,0.28156449,-1,91.125,0.223581488,153.6651766,c89cbe4e-195a-4f57-9a8f-b89618f902aa,8,celeba,800,3,20100000,TRUE
848,2,41,89.75688171,-1,0.262161546,-1,95.375,0.136635986,269.4842942,c89cbe4e-195a-4f57-9a8f-b89618f902aa,8,celeba,800,3,20100000,TRUE
849,3,61,89.7065506,-1,0.273380161,-1,96.375,0.115756425,386.1683443,c89cbe4e-195a-4f57-9a8f-b89618f902aa,8,celeba,800,3,20100000,TRUE
850,4,81,89.87265015,-1,0.257710948,-1,96.125,0.118159737,502.8539233,c89cbe4e-195a-4f57-9a8f-b89618f902aa,8,celeba,800,3,20100000,TRUE
851,5,100,89.8474884,-1,0.266791643,-1,96.75,0.108438965,611.4805481,c89cbe4e-195a-4f57-9a8f-b89618f902aa,8,celeba,800,3,20100000,TRUE
852,0,1,19.92000008,-1,145.4352582,-1,6,20.70851517,18.04990697,1cd1c209-b57e-43ce-9b87-47344a830ef5,8,kmnist,100,3,20100000,FALSE
853,1,21,10.31999969,-1,541.9314161,-1,100,0.013473389,63.42459226,1cd1c209-b57e-43ce-9b87-47344a830ef5,8,kmnist,100,3,20100000,FALSE
