,Unnamed: 0,epoch,nat_prec1,adv_prec1,nat_loss,adv_loss,train_prec1,train_loss,time,exp_id,source_eps,target_ds,num_training_images,unfrozen_blocks,seed,downscaled
854,2,41,44.23999786,-1,6.107099812,-1,100,0.002360298,108.2540569,1cd1c209-b57e-43ce-9b87-47344a830ef5,8,kmnist,100,3,20100000,FALSE
855,3,61,47.45999908,-1,4.662520652,-1,100,0.001136747,153.9075768,1cd1c209-b57e-43ce-9b87-47344a830ef5,8,kmnist,100,3,20100000,FALSE
856,4,81,47.5399971,-1,4.607223913,-1,100,0.000971214,199.6443372,1cd1c209-b57e-43ce-9b87-47344a830ef5,8,kmnist,100,3,20100000,FALSE
857,5,100,47.57999802,-1,4.601637814,-1,100,0.000946951,243.176971,1cd1c209-b57e-43ce-9b87-47344a830ef5,8,kmnist,100,3,20100000,FALSE
858,0,1,13.38000011,-1,24978.84463,-1,41.5,18.68380234,21.00201321,84b19dad-3388-4a85-924e-9b17aac8200e,8,kmnist,1600,3,20100000,FALSE
859,1,21,82.33999634,-1,0.748480036,-1,100,0.015050619,118.3136427,84b19dad-3388-4a85-924e-9b17aac8200e,8,kmnist,1600,3,20100000,FALSE
860,2,41,83.37999725,-1,0.718641536,-1,100,0.008730676,216.0409305,84b19dad-3388-4a85-924e-9b17aac8200e,8,kmnist,1600,3,20100000,FALSE
861,3,61,83.54999542,-1,0.704826428,-1,100,0.00822097,313.4310036,84b19dad-3388-4a85-924e-9b17aac8200e,8,kmnist,1600,3,20100000,FALSE
862,4,81,83.61999512,-1,0.701223315,-1,100,0.00860773,410.6591568,84b19dad-3388-4a85-924e-9b17aac8200e,8,kmnist,1600,3,20100000,FALSE
863,5,100,83.54000092,-1,0.707903253,-1,100,0.008001501,503.6511595,84b19dad-3388-4a85-924e-9b17aac8200e,8,kmnist,1600,3,20100000,FALSE
864,0,1,10,-1,1863927.811,-1,16,27.08646042,18.53793764,0ffa9abc-30d7-46a0-8c21-2f796c4654c2,8,kmnist,200,3,20100000,FALSE
865,1,21,56.18999863,-1,4.211718795,-1,99.5,0.014178341,67.71255326,0ffa9abc-30d7-46a0-8c21-2f796c4654c2,8,kmnist,200,3,20100000,FALSE
866,2,41,60.88999939,-1,3.018689164,-1,100,0.002255127,116.8464184,0ffa9abc-30d7-46a0-8c21-2f796c4654c2,8,kmnist,200,3,20100000,FALSE
867,3,61,61.40999985,-1,2.925011411,-1,100,0.001953314,166.2065914,0ffa9abc-30d7-46a0-8c21-2f796c4654c2,8,kmnist,200,3,20100000,FALSE
868,4,81,61.56999969,-1,2.917357317,-1,100,0.002070805,215.4969902,0ffa9abc-30d7-46a0-8c21-2f796c4654c2,8,kmnist,200,3,20100000,FALSE
869,5,100,61.48999786,-1,2.917721609,-1,100,0.00185803,263.0363901,0ffa9abc-30d7-46a0-8c21-2f796c4654c2,8,kmnist,200,3,20100000,FALSE
870,0,1,10,-1,18196312.54,-1,34.5,30.39007355,18.84514236,1ac48239-35ab-4fc1-87c1-8b72b644137b,8,kmnist,400,3,20100000,FALSE
871,1,21,64.69999695,-1,5.985401989,-1,99.5,0.13191767,74.5098114,1ac48239-35ab-4fc1-87c1-8b72b644137b,8,kmnist,400,3,20100000,FALSE
872,2,41,64.47000122,-1,3.53998505,-1,99,0.04299837,130.4424124,1ac48239-35ab-4fc1-87c1-8b72b644137b,8,kmnist,400,3,20100000,FALSE
873,3,61,66.81999969,-1,3.182012552,-1,99.5,0.03371635,186.3022971,1ac48239-35ab-4fc1-87c1-8b72b644137b,8,kmnist,400,3,20100000,FALSE
874,4,81,66.83999634,-1,2.878074445,-1,100,0.005036106,242.5564747,1ac48239-35ab-4fc1-87c1-8b72b644137b,8,kmnist,400,3,20100000,FALSE
875,5,100,67.34999847,-1,2.98129186,-1,100,0.005526038,297.2800286,1ac48239-35ab-4fc1-87c1-8b72b644137b,8,kmnist,400,3,20100000,FALSE
876,0,1,12.14999962,-1,316330.6074,-1,38.625,22.65605104,19.53857231,078e8947-c8e1-4971-bef9-2a3854e7ba92,8,kmnist,800,3,20100000,FALSE
877,1,21,76.47999573,-1,1.156312474,-1,100,0.007637894,89.83073545,078e8947-c8e1-4971-bef9-2a3854e7ba92,8,kmnist,800,3,20100000,FALSE
878,2,41,77.09999847,-1,1.076203382,-1,99.875,0.00645232,160.1169832,078e8947-c8e1-4971-bef9-2a3854e7ba92,8,kmnist,800,3,20100000,FALSE
879,3,61,77.25999451,-1,1.05170675,-1,100,0.003558802,230.4764581,078e8947-c8e1-4971-bef9-2a3854e7ba92,8,kmnist,800,3,20100000,FALSE
880,4,81,77.45999908,-1,1.041568117,-1,100,0.003432586,300.4617095,078e8947-c8e1-4971-bef9-2a3854e7ba92,8,kmnist,800,3,20100000,FALSE
881,5,100,77.44999695,-1,1.041104756,-1,100,0.003132897,367.7376127,078e8947-c8e1-4971-bef9-2a3854e7ba92,8,kmnist,800,3,20100000,FALSE
882,0,1,27.59999847,-1,465.7925458,-1,3,26.98980141,70.07443476,86e29e20-d0d8-48c6-ad09-c5d0ebdcdd84,4,cifar10,100,3,20100000,FALSE
883,1,21,23.73999977,-1,279.3353011,-1,99,0.040907469,171.6392658,86e29e20-d0d8-48c6-ad09-c5d0ebdcdd84,4,cifar10,100,3,20100000,FALSE
884,2,41,54.5,-1,13.90629063,-1,100,0.002245188,271.9887538,86e29e20-d0d8-48c6-ad09-c5d0ebdcdd84,4,cifar10,100,3,20100000,FALSE
885,3,61,56.37999725,-1,9.494197937,-1,99,0.024802798,373.4797633,86e29e20-d0d8-48c6-ad09-c5d0ebdcdd84,4,cifar10,100,3,20100000,FALSE
886,4,81,55.98999786,-1,9.477676566,-1,100,0.002201538,474.9161525,86e29e20-d0d8-48c6-ad09-c5d0ebdcdd84,4,cifar10,100,3,20100000,FALSE
887,5,100,56.0399971,-1,9.599707741,-1,99,0.093776368,573.6302273,86e29e20-d0d8-48c6-ad09-c5d0ebdcdd84,4,cifar10,100,3,20100000,FALSE
888,0,1,10,-1,2787820.03,-1,26.49999619,25.96023506,71.57669401,3b135e8e-8dd9-444a-a5b1-5a7fa2c48871,4,cifar10,200,3,20100000,FALSE
889,1,21,57.34000015,-1,6.816587,-1,98.5,0.078310903,197.4654691,3b135e8e-8dd9-444a-a5b1-5a7fa2c48871,4,cifar10,200,3,20100000,FALSE
890,2,41,65.01000214,-1,3.63075779,-1,100,0.010809896,323.7270422,3b135e8e-8dd9-444a-a5b1-5a7fa2c48871,4,cifar10,200,3,20100000,FALSE
891,3,61,65.48999786,-1,3.876113466,-1,100,0.010687442,449.9832697,3b135e8e-8dd9-444a-a5b1-5a7fa2c48871,4,cifar10,200,3,20100000,FALSE
892,4,81,65.48999786,-1,3.697975786,-1,99,0.052243852,575.9499011,3b135e8e-8dd9-444a-a5b1-5a7fa2c48871,4,cifar10,200,3,20100000,FALSE
893,5,100,65.43000031,-1,3.805798008,-1,99,0.017761437,697.673085,3b135e8e-8dd9-444a-a5b1-5a7fa2c48871,4,cifar10,200,3,20100000,FALSE
894,0,1,10,-1,272602489.3,-1,31.75,44.76569656,73.3943367,ac088087-62eb-4343-b101-8d823fbce2b2,4,cifar10,400,3,20100000,FALSE
895,1,21,67.11000061,-1,1.895834641,-1,89.75,0.327005864,238.6877291,ac088087-62eb-4343-b101-8d823fbce2b2,4,cifar10,400,3,20100000,FALSE
896,2,41,71.40999603,-1,1.50477185,-1,99.5,0.037538805,403.6309583,ac088087-62eb-4343-b101-8d823fbce2b2,4,cifar10,400,3,20100000,FALSE
897,3,61,73.02999878,-1,1.454792925,-1,100,0.028002243,568.5455618,ac088087-62eb-4343-b101-8d823fbce2b2,4,cifar10,400,3,20100000,FALSE
898,4,81,72.18999481,-1,1.450363592,-1,97.75,0.057910208,733.7847779,ac088087-62eb-4343-b101-8d823fbce2b2,4,cifar10,400,3,20100000,FALSE
899,5,100,72.98999786,-1,1.349557838,-1,99.5,0.031498427,893.4578137,ac088087-62eb-4343-b101-8d823fbce2b2,4,cifar10,400,3,20100000,FALSE
900,0,1,10,-1,5657153.969,-1,20.5,25.9585582,71.83570004,835fde77-56b5-472c-88c6-a55811d3a5af,8,cifar10,200,3,20100000,FALSE
901,1,21,58.37999725,-1,6.806022162,-1,99.5,0.036667412,197.806432,835fde77-56b5-472c-88c6-a55811d3a5af,8,cifar10,200,3,20100000,FALSE
902,2,41,61.91999817,-1,3.663484276,-1,99,0.021776726,323.8897402,835fde77-56b5-472c-88c6-a55811d3a5af,8,cifar10,200,3,20100000,FALSE
903,3,61,62.25,-1,3.659058032,-1,99.5,0.019765954,450.1101372,835fde77-56b5-472c-88c6-a55811d3a5af,8,cifar10,200,3,20100000,FALSE
904,4,81,62.27999878,-1,3.587165044,-1,100,0.011510825,576.0436978,835fde77-56b5-472c-88c6-a55811d3a5af,8,cifar10,200,3,20100000,FALSE
905,5,100,62.31999969,-1,3.662169273,-1,100,0.008704557,699.304868,835fde77-56b5-472c-88c6-a55811d3a5af,8,cifar10,200,3,20100000,FALSE
906,0,1,17.82999992,-1,703.8468444,-1,5,25.40269089,70.31009722,440855e0-51ec-44cd-94f3-b171ec04b065,8,cifar10,100,3,20100000,FALSE
907,1,21,12.00999928,-1,282.0017409,-1,99,0.020259209,172.0271795,440855e0-51ec-44cd-94f3-b171ec04b065,8,cifar10,100,3,20100000,FALSE
908,2,41,54.23999786,-1,8.726664572,-1,100,0.012920236,272.5474219,440855e0-51ec-44cd-94f3-b171ec04b065,8,cifar10,100,3,20100000,FALSE
909,3,61,54.30999756,-1,7.149859912,-1,100,0.006087742,373.8256898,440855e0-51ec-44cd-94f3-b171ec04b065,8,cifar10,100,3,20100000,FALSE
910,4,81,54.31999969,-1,7.071898327,-1,100,0.00198123,475.6159866,440855e0-51ec-44cd-94f3-b171ec04b065,8,cifar10,100,3,20100000,FALSE
911,5,100,54.34999847,-1,7.031961882,-1,100,0.002153215,575.439662,440855e0-51ec-44cd-94f3-b171ec04b065,8,cifar10,100,3,20100000,FALSE
912,0,1,10,-1,608003826.4,-1,29.25,30.12220978,73.20532656,1bfee101-ecdd-43e1-befd-9368da1fd752,8,cifar10,400,3,20100000,FALSE
913,1,21,64.65999603,-1,1.72267975,-1,92.5,0.268588161,236.0355997,1bfee101-ecdd-43e1-befd-9368da1fd752,8,cifar10,400,3,20100000,FALSE
914,2,41,67.20999908,-1,2.0267956,-1,96.75,0.396624649,399.392446,1bfee101-ecdd-43e1-befd-9368da1fd752,8,cifar10,400,3,20100000,FALSE
915,3,61,69.12999725,-1,1.788604091,-1,99,0.047523959,562.5990477,1bfee101-ecdd-43e1-befd-9368da1fd752,8,cifar10,400,3,20100000,FALSE
916,4,81,68.48999786,-1,1.749142411,-1,99.25,0.038406469,726.1988382,1bfee101-ecdd-43e1-befd-9368da1fd752,8,cifar10,400,3,20100000,FALSE
917,5,100,69.20999908,-1,1.694225225,-1,99.5,0.040854096,884.3388555,1bfee101-ecdd-43e1-befd-9368da1fd752,8,cifar10,400,3,20100000,FALSE
918,0,1,9,-1,2192580.166,-1,34.625,36.02777287,75.15209293,d1eb96fe-eaf7-486b-9df8-5df45fa0a202,4,cifar10,800,3,20100000,FALSE
919,1,21,74.62999725,-1,1.067994162,-1,96,0.258721001,311.3234437,d1eb96fe-eaf7-486b-9df8-5df45fa0a202,4,cifar10,800,3,20100000,FALSE
920,2,41,78.83999634,-1,0.844958484,-1,99.5,0.035554569,548.897001,d1eb96fe-eaf7-486b-9df8-5df45fa0a202,4,cifar10,800,3,20100000,FALSE
921,3,61,79.65999603,-1,0.779758364,-1,99.625,0.025703618,786.5360596,d1eb96fe-eaf7-486b-9df8-5df45fa0a202,4,cifar10,800,3,20100000,FALSE
922,4,81,79.18999481,-1,0.814386165,-1,100,0.018843516,1024.462242,d1eb96fe-eaf7-486b-9df8-5df45fa0a202,4,cifar10,800,3,20100000,FALSE
923,5,100,79.30999756,-1,0.807846686,-1,99.75,0.026855307,1252.731277,d1eb96fe-eaf7-486b-9df8-5df45fa0a202,4,cifar10,800,3,20100000,FALSE
924,0,1,14.63999939,-1,428123.1808,-1,33.75,24.14068714,76.67051029,2688b6e5-5853-4bde-8378-df59c6208334,8,cifar10,800,3,20100000,FALSE
925,1,21,73.48999786,-1,1.152855358,-1,95.375,0.349515367,314.3456728,2688b6e5-5853-4bde-8378-df59c6208334,8,cifar10,800,3,20100000,FALSE
926,2,41,76.08000183,-1,1.026705297,-1,99.125,0.12118368,551.6999602,2688b6e5-5853-4bde-8378-df59c6208334,8,cifar10,800,3,20100000,FALSE
927,3,61,76.15999603,-1,1.006137491,-1,99.625,0.025078976,788.9282746,2688b6e5-5853-4bde-8378-df59c6208334,8,cifar10,800,3,20100000,FALSE
928,4,81,76.15999603,-1,1.009134697,-1,99.75,0.019600636,1027.149262,2688b6e5-5853-4bde-8378-df59c6208334,8,cifar10,800,3,20100000,FALSE
929,5,100,76.19999695,-1,1.003879878,-1,99.875,0.028172188,1255.068206,2688b6e5-5853-4bde-8378-df59c6208334,8,cifar10,800,3,20100000,FALSE
930,0,1,13.50999928,-1,5554.47302,-1,44.3125,21.9855497,84.12604022,8f7b7f12-a711-4b44-b056-38d79f45a5aa,4,cifar10,1600,3,20100000,FALSE
931,1,21,81.15000153,-1,0.836083575,-1,97.75,0.144937935,464.0147483,8f7b7f12-a711-4b44-b056-38d79f45a5aa,4,cifar10,1600,3,20100000,FALSE
932,2,41,83.97000122,-1,0.614604004,-1,99.6875,0.026815673,844.396879,8f7b7f12-a711-4b44-b056-38d79f45a5aa,4,cifar10,1600,3,20100000,FALSE
933,3,61,83.79000092,-1,0.617943311,-1,99.75,0.023389366,1224.381508,8f7b7f12-a711-4b44-b056-38d79f45a5aa,4,cifar10,1600,3,20100000,FALSE
934,4,81,83.97999573,-1,0.606124479,-1,99.9375,0.022807798,1602.968287,8f7b7f12-a711-4b44-b056-38d79f45a5aa,4,cifar10,1600,3,20100000,FALSE
935,5,100,83.47999573,-1,0.620980995,-1,99.6875,0.023618545,1967.18486,8f7b7f12-a711-4b44-b056-38d79f45a5aa,4,cifar10,1600,3,20100000,FALSE
936,0,1,10.38000011,-1,3652.891296,-1,41.125,15.14246351,84.0470376,64105a38-aa95-493f-ba8a-a632d2fa06e5,8,cifar10,1600,3,20100000,FALSE
937,1,21,78.93999481,-1,0.811313128,-1,98.4375,0.08978303,463.4048831,64105a38-aa95-493f-ba8a-a632d2fa06e5,8,cifar10,1600,3,20100000,FALSE
938,2,41,80.93999481,-1,0.751822192,-1,99.875,0.026404163,842.8654313,64105a38-aa95-493f-ba8a-a632d2fa06e5,8,cifar10,1600,3,20100000,FALSE
939,3,61,81.12999725,-1,0.716053455,-1,99.8125,0.031425682,1222.541513,64105a38-aa95-493f-ba8a-a632d2fa06e5,8,cifar10,1600,3,20100000,FALSE
940,4,81,81.02999878,-1,0.711512677,-1,99.9375,0.019840619,1599.285015,64105a38-aa95-493f-ba8a-a632d2fa06e5,8,cifar10,1600,3,20100000,FALSE
941,5,100,81.23999786,-1,0.711578156,-1,99.875,0.022282734,1957.872572,64105a38-aa95-493f-ba8a-a632d2fa06e5,8,cifar10,1600,3,20100000,FALSE
942,0,1,24.84000015,-1,97.69311522,-1,14,23.47191429,64.91153836,39af574d-416c-4a83-a709-b47bfac28151,3,cifar10,100,3,20100000,FALSE
943,1,21,31.9299984,-1,251.8219078,-1,99,0.007645359,161.1361477,39af574d-416c-4a83-a709-b47bfac28151,3,cifar10,100,3,20100000,FALSE
944,2,41,55.44999695,-1,13.78223543,-1,99,0.045001049,257.8758688,39af574d-416c-4a83-a709-b47bfac28151,3,cifar10,100,3,20100000,FALSE
945,3,61,57.45999908,-1,9.72980166,-1,100,0.00167717,354.9209392,39af574d-416c-4a83-a709-b47bfac28151,3,cifar10,100,3,20100000,FALSE
946,4,81,57.47999954,-1,9.466461417,-1,100,0.000106373,451.7317131,39af574d-416c-4a83-a709-b47bfac28151,3,cifar10,100,3,20100000,FALSE
947,5,100,57.47999954,-1,9.421585569,-1,100,0.000379963,545.7969055,39af574d-416c-4a83-a709-b47bfac28151,3,cifar10,100,3,20100000,FALSE
948,0,1,28.70999908,-1,81.74602058,-1,11,18.13092232,63.33665609,6d2fb0de-be9a-4313-aaf5-9789882f5e4b,3,kmnist,100,3,20100000,FALSE
949,1,21,20.05999947,-1,705.370474,-1,100,0.001329384,150.8669345,6d2fb0de-be9a-4313-aaf5-9789882f5e4b,3,kmnist,100,3,20100000,FALSE
950,2,41,39.07999802,-1,15.91475827,-1,100,0.000301714,237.3707838,6d2fb0de-be9a-4313-aaf5-9789882f5e4b,3,kmnist,100,3,20100000,FALSE
951,3,61,48.61000061,-1,8.047399413,-1,100,0.000239477,324.9184179,6d2fb0de-be9a-4313-aaf5-9789882f5e4b,3,kmnist,100,3,20100000,FALSE
952,4,81,50.56999969,-1,7.147050812,-1,100,0.000224266,412.3973081,6d2fb0de-be9a-4313-aaf5-9789882f5e4b,3,kmnist,100,3,20100000,FALSE
953,5,100,50.75,-1,7.054503043,-1,100,0.000221157,498.6841536,6d2fb0de-be9a-4313-aaf5-9789882f5e4b,3,kmnist,100,3,20100000,FALSE
954,0,1,10,-1,1161145.984,-1,33,29.68471252,84.88971829,d504de90-fa04-4c98-ad04-41875100789a,3,kmnist,400,3,20100000,FALSE
955,1,21,62.15999985,-1,3.138245984,-1,96,0.095622938,263.419945,d504de90-fa04-4c98-ad04-41875100789a,3,kmnist,400,3,20100000,FALSE
956,2,41,67.58999634,-1,3.158245922,-1,99.5,0.010728304,441.753994,d504de90-fa04-4c98-ad04-41875100789a,3,kmnist,400,3,20100000,FALSE
957,3,61,68.86000061,-1,2.94982879,-1,100,0.001522382,620.0929685,d504de90-fa04-4c98-ad04-41875100789a,3,kmnist,400,3,20100000,FALSE
958,4,81,69.11000061,-1,2.959094086,-1,100,0.000758405,798.0662436,d504de90-fa04-4c98-ad04-41875100789a,3,kmnist,400,3,20100000,FALSE
959,5,100,69,-1,2.895250204,-1,100,0.000855623,971.8112812,d504de90-fa04-4c98-ad04-41875100789a,3,kmnist,400,3,20100000,FALSE
960,0,1,10,-1,57780385.15,-1,32.75,30.83934784,67.92384887,8ea80522-4313-4da7-bbab-e0b9b8e654ea,3,cifar10,400,3,20100000,FALSE
961,1,21,59.94999695,-1,2.577763874,-1,92.5,0.218935502,223.8738861,8ea80522-4313-4da7-bbab-e0b9b8e654ea,3,cifar10,400,3,20100000,FALSE
962,2,41,71.29000092,-1,1.889599572,-1,99,0.02596218,379.9057868,8ea80522-4313-4da7-bbab-e0b9b8e654ea,3,cifar10,400,3,20100000,FALSE
963,3,61,71.16999817,-1,1.861807824,-1,99.25,0.017066157,537.2449534,8ea80522-4313-4da7-bbab-e0b9b8e654ea,3,cifar10,400,3,20100000,FALSE
964,4,81,71.41999817,-1,1.771248651,-1,99.75,0.015033379,693.3779309,8ea80522-4313-4da7-bbab-e0b9b8e654ea,3,cifar10,400,3,20100000,FALSE
965,5,100,71.83999634,-1,1.735742665,-1,100,0.009627495,846.733211,8ea80522-4313-4da7-bbab-e0b9b8e654ea,3,cifar10,400,3,20100000,FALSE
966,0,1,10,-1,1438054.423,-1,34.75,25.82280968,70.91086316,8cba405d-a380-435a-8ea4-aeae74112c8b,3,kmnist,800,3,20100000,FALSE
967,1,21,76.08999634,-1,1.029269188,-1,99.875,0.028380622,285.0935154,8cba405d-a380-435a-8ea4-aeae74112c8b,3,kmnist,800,3,20100000,FALSE
968,2,41,77.04000092,-1,1.040752102,-1,100,0.005891166,499.7550013,8cba405d-a380-435a-8ea4-aeae74112c8b,3,kmnist,800,3,20100000,FALSE
969,3,61,77.11999512,-1,0.998144284,-1,100,0.006237187,714.2220049,8cba405d-a380-435a-8ea4-aeae74112c8b,3,kmnist,800,3,20100000,FALSE
970,4,81,77.19999695,-1,1.000788018,-1,99.875,0.008402052,929.8399475,8cba405d-a380-435a-8ea4-aeae74112c8b,3,kmnist,800,3,20100000,FALSE
971,5,100,77.15999603,-1,1.016092613,-1,100,0.005107148,1137.409014,8cba405d-a380-435a-8ea4-aeae74112c8b,3,kmnist,800,3,20100000,FALSE
972,0,1,10,-1,490947.6204,-1,44,22.06671257,72.07123232,45c29d59-c5ca-424f-a406-6a4c2ca4cde2,3,cifar10,800,3,20100000,FALSE
973,1,21,78.69999695,-1,1.038599901,-1,98.125,0.116010147,297.8673246,45c29d59-c5ca-424f-a406-6a4c2ca4cde2,3,cifar10,800,3,20100000,FALSE
974,2,41,79.04999542,-1,0.955342497,-1,99.875,0.011254571,523.765059,45c29d59-c5ca-424f-a406-6a4c2ca4cde2,3,cifar10,800,3,20100000,FALSE
975,3,61,79.52999878,-1,0.912925549,-1,100,0.01012673,748.3671556,45c29d59-c5ca-424f-a406-6a4c2ca4cde2,3,cifar10,800,3,20100000,FALSE
976,4,81,79.47999573,-1,0.919371051,-1,100,0.007663491,972.8111699,45c29d59-c5ca-424f-a406-6a4c2ca4cde2,3,cifar10,800,3,20100000,FALSE
977,5,100,79.30999756,-1,0.913624605,-1,100,0.008308107,1188.850643,45c29d59-c5ca-424f-a406-6a4c2ca4cde2,3,cifar10,800,3,20100000,FALSE
978,0,1,14.67000008,-1,761.2339434,-1,51.125,13.19793261,31.66472936,f011dbd2-8e5d-4ad6-8d00-af11ce871490,3,cifar10,1600,3,20100000,FALSE
979,1,21,82.50999451,-1,0.679791242,-1,99.5625,0.027826953,191.0286617,f011dbd2-8e5d-4ad6-8d00-af11ce871490,3,cifar10,1600,3,20100000,FALSE
980,2,41,83.36000061,-1,0.678503314,-1,99.9375,0.01243297,351.0529404,f011dbd2-8e5d-4ad6-8d00-af11ce871490,3,cifar10,1600,3,20100000,FALSE
981,3,61,83.37999725,-1,0.66885662,-1,100,0.008666753,528.8538601,f011dbd2-8e5d-4ad6-8d00-af11ce871490,3,cifar10,1600,3,20100000,FALSE
982,4,81,83.65999603,-1,0.671052357,-1,99.875,0.013781137,705.6322532,f011dbd2-8e5d-4ad6-8d00-af11ce871490,3,cifar10,1600,3,20100000,FALSE
983,5,100,83.76999664,-1,0.658742069,-1,100,0.008550186,861.736639,f011dbd2-8e5d-4ad6-8d00-af11ce871490,3,cifar10,1600,3,20100000,FALSE
984,1,21,83.04000092,-1,0.700737186,-1,100,0.008227335,144.1552329,10b6c44f-94de-4ae9-8b52-1b0b9904280c,3,kmnist,1600,3,20100000,FALSE
985,2,41,84.11999512,-1,0.67450486,-1,100,0.005263869,275.2406905,10b6c44f-94de-4ae9-8b52-1b0b9904280c,3,kmnist,1600,3,20100000,FALSE
986,3,61,84.23999786,-1,0.670844408,-1,100,0.005334991,376.3032486,10b6c44f-94de-4ae9-8b52-1b0b9904280c,3,kmnist,1600,3,20100000,FALSE
987,4,81,84.13999939,-1,0.671995641,-1,100,0.00535635,498.5136385,10b6c44f-94de-4ae9-8b52-1b0b9904280c,3,kmnist,1600,3,20100000,FALSE
988,5,100,84.22999573,-1,0.671604143,-1,100,0.005053473,594.8438599,10b6c44f-94de-4ae9-8b52-1b0b9904280c,3,kmnist,1600,3,20100000,FALSE
